,sentence,emotion
3669,"By the way , here's something that'll interest you .",2
3670,"Wham - Bos , go !",2
3671,I am here to discuss the so - called flying saucers .,2
3672,We await ...,2
3673,Double or nothing .,2
3674,"Oh , we are just getting started , Director , and there is a whole lot to comb through .",2
3675,She may be the next first lady .,2
3676,"Listen , I know it's last minute ... but I wan na ask you , are you free tonight ?",2
3677,"How much time did we lose , exactly ?",2
3678,How many bullets does it hold ?,2
3679,You want to go ?,2
3680,"Well , if it won't wake up the kids .",2
3681,Deeply .,2
3682,Concentrate .,2
3683,Tell the King ... that try to forgive him .,2
3684,I think she's about to fall in love with him .,2
3685,One more week .,2
3686,Where'd you get it ?,2
3687,Let's go have a drink !,2
3688,"Dolores , a bourbon , and make it a double .",2
3689,Do you know anything about them ?,2
3690,I get a kick out of being on the winning side for a change .,2
3691,Correct ?,2
3692,Who's this ?,2
3693,You get better sun on our roof .,2
3694,Please keep in [PERSON] ?,2
3695,Come on out here with me and I'll show you .,2
3696,Maybe a house in [LOCATION] where they are rich .,2
3697,"His place ? You've walked into his places all unsuspecting many , many times .",2
3698,Ready for testing .,2
3699,I think a little mood lighting is appropriate .,2
3700,It could give us time to bring our carriers within range .,2
3701,I wish I could spend more than two hours with you .,2
3702,Are you ready ?,2
3703,I'm looking for JR.,2
3704,I'll make a special journey just to talk about myself .,2
3705,Very interesting . They give a good dental plan to you ?,2
3706,Tell me about you .,2
3707,"If you don't mind , I'm gonna sit right here , catch myself a breeze or two , and then I'll be on my way .",2
3708,Where does that put us ?,2
3709,It's time to update the program and I would like to hear from each one of you .,2
3710,You ought to come down sometime .,2
3711,Let's have coffee together .,2
3712,"Doctor , will my brother be able to come home to the farm soon ?",2
3713,So we're gonna stop off and see her on the way back .,2
3714,You're working on your master's ?,2
3715,"They're coming to get you , Barbara.[LOCATION] ,",2
3716,I wan na go to [LOCATION] .,2
3717,"You gonna bust everybody , or am I ?",2
3718,"Well , it seems to me that you have some options .",2
3719,I've got something down here .,2
3720,Doesn't it blow your mind ?,2
3721,What do you know ?,2
3722,The desert ?,2
3723,Could [PERSON]'s carriers do a reconnaissance job for us ?,2
3724,"You would like to see them , wouldn't you ?",2
3725,"We've got gas , where do we go ?",2
3726,This afternoon I want you to fly to [LOCATION] and see the distributors .,2
3727,You better have something for me .,2
3728,You were winning ?,2
3729,"Of course , you've been here before .",2
3730,We're looking forward to a real contest .,2
3731,Do you want to come down and hang out or something ?,2
3732,You kids play baseball ?,2
3733,"So , did you watch I Spy last night ?",2
3734,What time's your bus ?,2
3735,"You don't have any messages for me , do you ?",2
3736,They'll be back in two or three days .,2
3737,Get anything yet ?,2
3738,And he's trying to save [PERSON] .,2
3739,You said it's never been done in the history of the DA's office .,2
3740,"Do you know the meaning of love , professor ?",2
3741,Let's begin with the letter .,2
3742,"[PERSON] , are you ready ?",2
3743,It's for my kind of money .,2
3744,That means jobs we can all be proud of . And make Made in [LOCATION]  mean something again . ,2
3745,I'm taking the next plane home .,2
3746,"Oh , we can do lots of things by then .",2
3747,"And I need to have a word with [PERSON] , so please have a seat outside .",2
3748,The press release said that you were taking a leave to consider your career options .,2
3749,Let's see what [PERSON] has for dinner .,2
3750,I think you want a drink .,2
3751,"Hey , professor ! Where are you goin' ?",2
3752,"Okay , who's up for the [LOCATION] ?",2
3753,"Yeah , Col. [PERSON] .",2
3754,Who's our host ?,2
3755,Y' all ready to go camping ?,2
3756,It'll all be over by Thursday .,2
3757,You and [PERSON] use to play when you were children ?,2
3758,You reckon this'll make the colonel happy ?,2
3759,There is so somewhat to do .,2
3760,"Come on , Speedy [PERSON] !",2
3761,"If I get this shot , you'll like it a lot better , right ?",2
3762,"Why , that's exactly what I was about to do , sugar .",2
3763,Count could teach me of [LOCATION] .,2
3764,I'll get [PERSON] back .,2
3765,I can grow another one in a week .,2
3766,Guard the three we've captured ! Yes !,2
3767,What beast are you talking about ?,2
3768,"Yeah , we're on our way there .",2
3769,"He was quite suspicious at first , but you were right . When I told him you killing [PERSON] was a fake , he bought it -- as you say -- hook , line and sinker .",2
3770,"So , we expecting company ?",2
3771,I want to see [LOCATION] [LOCATION] !,2
3772,"Hey , please , just hear me .",2
3773,There were no other documents ? - I got everything in the room .,2
3774,"I was wondering what we might expect , in terms of your testimony .",2
3775,He took her to a restaurant . Maybe some food would make her feel better .,2
3776,How long will they be ?,2
3777,"I didn't say I came to kill anybody , all right ?",2
3778,I was just gonna come see you .,2
3779,Undoubtedly we can expect something soon .,2
3780,She just had a real spice for life .,2
3781,"So , one day , it was my turn and I was just so determined that I was ... gonna show her I could be just as good as she could .",2
3782,How much longer is this [PERSON] going to hold out ?,2
3783,I'll be here for a couple of days and I'd love to see you .,2
3784,"So , you guys are mounties ?",2
3785,"Looking forward to it , I might say .",2
3786,Call me as soon as you find it out .,2
3787,You could make a handsome profit on your stock .,2
3788,You wan na dance ?,2
3789,I suggest that we do .,2
3790,I'm going to see my mother before she dies ... in [LOCATION] .,2
3791,"If I hadn't seen you on the news , I wouldn't have known who his partner was .",2
3792,"Atreyu , get real !",2
3793,You're gonna be a father .,2
3794,"Hey , [PERSON] . - What ? - You see the stars on the sidewalk ?",2
3795,Let me go with you .,2
3796,"Come here , little boy .",2
3797,That'd be an invitation to enemy subs .,2
3798,A warship .,2
3799,We'd love to .,2
3800,Your meal will be served presently,2
3801,He sounds terrific .,2
3802,And tell her her old granddad will be back soon .,2
3803,We're due back in [LOCATION] as early this evening as we can make it .,2
3804,Is there anybody here ?,2
3805,"Come on in here and you just sit right down here , you little cutie .",2
3806,And so do you consider yourself human ?,2
3807,You're lucky .,2
3808,Go inside and search Yes !,2
3809,There's more where that came from .,2
3810,Let's just win the game .,2
3811,We are taking The Nautilus down for the last time .,2
3812,Where are you from ?,2
3813,Can he present to proof D  ? ,2
3814,If we could get the poor kids off the streets for a few months every summer and let them learn something about nature and American ideals .,2
3815,It's what you got to lose .,2
3816,Why me ?,2
3817,"I'm flying to [LOCATION] tonight , [PERSON] .",2
3818,"Alright , here's how it works ....",2
3819,You need sort of a. . .,2
3820,[PERSON] speaking .,2
3821,I said let's go .,2
3822,They're called a jury .,2
3823,"Well , what are we waiting for , Shooter ?",2
3824,Do you know what that means ?,2
3825,What if we use the first letter of every word ?,2
3826,"I'm getting frightfully healthy , you know .",2
3827,"In the interest of the West's greatest horse , the bronco and myself , who grows them , I'm putting up an extra $ 1,000 , to the bronco rider who wins !",2
3828,Where's my mommy ?,2
3829,I don't know .,2
3830,Gold !,2
3831,I did not escape from there alone .,2
3832,"Oh , yeah ?",2
3833,"And so , people of the press city officials in a few minutes Omni Consumer Products and the troubled city of [LOCATION] will join in a bold new venture .",2
3834,This is how you do it ...,2
3835,Listen to this .,2
3836,Let's stay just a little longer .,2
3837,He wants me to stay the whole week .,2
3838,Today !,2
3839,"Now , let's have some music .",2
3840,Yes . I'll meet you in [PERSON] .,2
3841,"No , it's OK .",2
3842,My friends and I would like to party with five of your girls in [LOCATION]'s Pen .,2
3843,"Rover , this is [PERSON] .",2
3844,"Yes , all right , I will call you later .",2
3845,I thought she might be a lead worth pursuing .,2
3846,"Shall we play ball , boys ?",2
3847,We're here to kick some major league butt .,2
3848,Our train leaves early tomorrow morning .,2
3849,"When I finish , then I'll escape and get it printed",2
3850,"Maybe your master knows the answer to that one too , or maybe he doesn't want to know .",2
3851,"Yes , but there's something I want ...",2
3852,All the Nuke you'll ever need .,2
3853,"One of these days , I'm gonna spend me the rest of my life in one of these hot ...",2
3854,What'd he say ?,2
3855,We'll have a whole factory .,2
3856,How are those crackers ?,2
3857,This is gonna give you a good opportunity to learn to manage money .,2
3858,collect the scratch ! - What about him ?,2
3859,"We're trying to get to a place called [LOCATION] , a couple of hundred miles north , I think .",2
3860,What do you want to see tonight ?,2
3861,There . You see ? Someone else who knows that it's wrong .,2
3862,What do you see in this one ?,2
3863,Did Mr. [PERSON] call anybody in the room by name ?,2
3864,Came here to play .,2
3865,"Quiet now , please , everyone pay attention .",2
3866,"With your permission , I'd like to show you something I've had printed .",2
3867,Someday the revolution will come and we can overthrow our leader .,2
3868,Very handsome .,2
3869,Tonight we'll meet our contacts .,2
3870,"And if you want something sugar - coated , I'll order you dessert .",2
3871,We only have minutes on safe window of operation .,2
3872,We'll just drain the pollywogs out and save the grog .,2
3873,This should impress the bankers .,2
3874,I got some news .,2
3875,They must be there .,2
3876,Let me see .,2
3877,"Okay , we're all going into the vault now .",2
3878,Who was killed ?,2
3879,"Spectacles , testicles , wallet and watch .",2
3880,Did he in you ?,2
3881,I'm gonna take another picture .,2
3882,Sometime this year we'll take those guns to [LOCATION] and have them fitted properly .,2
3883,We've made our decision .,2
3884,"Hey , I'm looking to party , can you help me out ?",2
3885,"Your blood will be on fire to lead some new command , some far adventure .",2
3886,How did it go ?,2
3887,Who wants to go take a look at the city ?,2
3888,I hadn't spoken to him in and a half years .,2
3889,Time's getting short .,2
3890,A friend of yours wants to say hello .,2
3891,"So what happened between you two , then ?",2
3892,Where did you get it ?,2
3893,"Oh , honey , you're gonna love these -- coconut fudge delights .",2
3894,"Earth , open up !",2
3895,"Hey , chief .",2
3896,Father !,2
3897,I've been aching to mention it to you .,2
3898,Hadn't you better go now ?,2
3899,I've been thinkin' about gettin' on the highway patrol .,2
3900,"You should really count it , you know .",2
3901,"So , we are definitely on then ?",2
3902,[PERSON]'ll hear !,2
3903,I've got a little problem .,2
3904,I want to overthrow the Grand Duchess .,2
3905,We need to intercept them before they pay that ransom .,2
3906,"But my problem is , there's a terrible crime committed today and I haven't told the police .",2
3907,Looks like the coast is clear .,2
3908,Mom would love that .,2
3909,Better make it tomorrow .,2
3910,"Okay ? ,",2
3911,I ' ma tell you something I've never told anyone .,2
3912,Spare some change ? No .,2
3913,I may have use for such misplaced devotion .,2
3914,[LOCATION] needs new gigolos .,2
3915,Let's see who the real chicken is .,2
3916,"Well , I'm going to make this a week you'll never forget .",2
3917,"Hey , put it together for [LOCATION] !",2
3918,I'd like to meet this man and smoke with him .,2
3919,We've got six minutes before the brain's useless .,2
3920,What was the movie about ?,2
3921,Hey dad !,2
3922,"All right , let's go shopping .",2
3923,Here on the ocean floor is the only independence .,2
3924,Let's go .,2
3925,"Hey , [PERSON] !",2
3926,"[PERSON] , get a load of this .",2
3927,"Honey , dinner will be ready in about 30 , minutes .",2
3928,You can give him a hug when we get home .,2
