,sentence,emotion
4965, ddn't lke ths boy to begn wth but no mn tht  sncere could   fght lke ths gnst ll odds ddn't ddn'tlke lkeths thsboy  tobegn begnwth wthbut butno nomn mntht tht sncere sncerecould could  fght fghtlke lkeths thsgnst gnstll llodds  ddn'tlke ddn'tlkeths lkethsboy ths begn tobegnwth begnwthbut wthbutno butnomn nomntht mntht thtsncere sncerecould sncerecould could fght fghtlke fghtlkeths lkethsgnst thsgnstll gnstllodds ,3
4966, savages savages savages savagessavages  savagessavages ,3
4967,you must come from the stone age youmust mustcome comefrom  thestone stoneage  youmustcome mustcomefrom come stone thestoneage ,3
4968,do what  dowhat what  dowhat ,3
4969,  know what the bastard expect of me  know knowwhat whatthe thebastard bastardexpect expectof ofme  know knowwhat knowwhatthe whatthebastard thebastardexpect bastardexpectof expectofme ,3
4970, the  weak spot  the the weak weakspot spot  the theweak weakspot weakspot ,3
4971, glmour girl who does not even smoke glmour glmourgirl girlwho whodoes doesnot  evensmoke  glmourgirl glmourgirlwho girlwhodoes whodoesnot does smoke ,3
4972,come on comeon  ,3
4973,drink  glss with the unwshed ones drink glss glsswith withthe theunwshed unwshedones  drinkglss glsswith glsswiththe withtheunwshed theunwshedones ,3
4974,are you gonna retire or not  areyou yougonna gonnaretire retireor ornot not  areyougonna yougonnaretire gonnaretireor retireornot ornot ,3
4975,qu pas shit   the same thing qupas passhit shit  the  samething  qupasshit passhit shit the  thing ,3
4976,do you think they will use penny to send you  doyou youthink thinkthey theywill      you  doyouthink   they penny to send you  ,3
4977,they want to fight and die as martyrs theywant wantto tofight fightand anddie dieas asmartyrs   wanttofight tofightand fightanddie anddieas dieasmartyrs ,3
4978,and that that caused me to do the most dumb ass thing  ever done in my life andthat thatthat  causedme meto todo dothe themost    thing ever   inmy mylife   that me  metodo todothe  the ass thing  thingever  in my inmylife ,3
4979,but you are lying butyou youare arelying  butyouare youarelying ,3
4980,you want to sit around drinking and feeling sorry for yourself youwant wantto tosit    andfeeling feelingsorry sorryfor foryourself  youwantto  to drinking and feeling  feelingsorryfor  ,3
4981, no need for sarcasm no noneed needfor forsarcasm  noneed noneedfor needforsarcasm ,3
4982,they brought their  in  dy!  broughttheir their in in dy!  their broughttheir theirin in indy! ,3
4983,it is absurd  itis isabsurd absurd  itisabsurd isabsurd ,3
4984,f  thought  made you feel lke that 'd kll myself f thought thought made madeyou youfeel feellke lkethat that'd 'dkll kllmyself  fthought thought thoughtmade madeyou  youfeellke feellkethat lkethat'd that'dkll 'dkllmyself ,3
4985,you sit and discuss your sports and your young ladies and       andyour   ladiesand  and discuss your sports and your and ladies and ,3
4986,or you can go straight back to your home on the streets oryou youcan cango   backto toyour yourhome   thestreets   youcango can back to backtoyour toyourhome your the streets ,3
4987, ll he hs left just  little box ll llhe hehs hsleft leftjust just little littlebox  llhe llhehs hehsleft hsleftjust leftjust justlittle littlebox ,3
4988,pprently ny mother even  bd one is better thn none pprentlyny nymother  even bd bdone oneis isbetter betterthn thnnone  pprentlynymother ny  evenbd bdone bdoneis  isbetterthn betterthnnone ,3
4989,now  wsh t had been now wsh wsht thad hadbeen  nowwsh wsht wshthad thadbeen ,3
4990,oh  peeing  oh peeing peeing  ohpeeing peeing ,3
4991, sorry  just frustrated sorry sorry just justfrustrated  sorry sorryjust justfrustrated ,3
4992,just grow up and go to sleep justgrow growup upand andgo goto tosleep  justgrowup growupand upandgo andgoto gotosleep ,3
4993, too bad too toobad  toobad ,3
4994,she  become  hexenbiest becuse she wnted to she become become hexenbiest hexenbiestbecuse becuseshe shewnted wntedto  shebecome become becomehexenbiest hexenbiestbecuse hexenbiestbecuseshe becuseshewnted shewntedto ,3
4995,hey freak face we found your pals heyfreak freakface facewe wefound foundyour yourpals  heyfreakface freakfacewe facewefound wefoundyour foundyourpals ,3
4996,playing with amateurs  playingwith withamateurs amateurs  playingwithamateurs withamateurs ,3
4997,he  god he god  hegod ,3
4998, come bck here   bit like sying do not red this note come comebck bckhere here  bit  likesying syingdo donot notred redthis   comebck comebckhere bckhere here bit  sying likesyingdo syingdonot donotred notredthis red ,3
4999,these assholes have been after me for my sources and    havebeen  afterme mefor formy  sourcesand and  have been have me   for and sourcesand ,3
5000, got  rel twisted mind hven't you  got got rel reltwisted twistedmind mindhven't hven'tyou you  got gotrel reltwisted reltwistedmind twistedmindhven't mindhven'tyou hven'tyou ,3
5001, gonn be  lot of clowns out there with firerms nd itchy fingers gonn gonnbe be lot lotof   outthere  withfirerms firermsnd nditchy   gonnbe gonnbe belot lotof lot out there out firerms withfirermsnd firermsnditchy nd ,3
5002,you see  no longer working here yousee see no nolonger longerworking workinghere  yousee seeno nolonger nolongerworking longerworkinghere ,3
5003,without their guns absolutely nothing withouttheir theirguns gunsabsolutely absolutelynothing  withouttheirguns theirgunsabsolutely gunsabsolutelynothing ,3
5004,you better find  mn with younger rteries youbetter betterfind find mn mnwith withyounger youngerrteries  youbetterfind betterfind findmn mnwith mnwithyounger withyoungerrteries ,3
5005,how about paying for something you drop by accident  howabout      dropby  accident  how for something you drop by drop  ,3
5006,we will  what does it mean  wewill will what whatdoes doesit itmean mean  wewill willwhat whatdoes whatdoesit doesitmean itmean ,3
5007,the longest game  ever played was on the maden voyage of the locaton   game ever     themaden madenvoyage  ofthe thelocaton  game  gameever  was on the maden themadenvoyage maden the ofthelocaton ,3
5008,  know  up what you went through to put you n that stuaton  know know up upwhat whatyou  wentthrough   putyou youn nthat thatstuaton  know know knowup upwhat  what through went put you putyoun younthat nthatstuaton ,3
5009,  beleve you beleve ths  beleve beleveyou youbeleve beleveths  beleve beleveyou beleveyoubeleve youbeleveths ,3
5010,you brek in here nd you tell me you think person   murderer youbrek brekin inhere herend ndyou youtell tellme meyou youthink thinkperson person  murderer  youbrekin brekinhere inherend herendyou ndyoutell youtellme tellmeyou  youthinkperson thinkperson person murderer ,3
5011,  tell the boy from  doorpost  tell  theboy boyfrom from doorpost  tell  boy theboyfrom boyfrom fromdoorpost ,3
5012,give me  bitch giveme me bitch  giveme mebitch ,3
5013,you preached about faith and other rubbish youpreached preachedabout aboutfaith faithand  otherrubbish  youpreachedabout preachedaboutfaith aboutfaithand faith rubbish ,3
5014,this one is already taken thisone oneis isalready alreadytaken  thisoneis oneisalready isalreadytaken ,3
5015,the train is so stupid thetrain trainis isso sostupid  thetrainis trainisso issostupid ,3
5016, still an idiot still stillan anidiot  stillan stillanidiot ,3
5017,you also know that the usual french prison is filled with the parents of all those poor little  you killed youalso alsoknow knowthat thatthe theusual      withthe theparents   allthose   little you youkilled      the prison is filled with the  the all those all little  littleyou youkilled ,3
5018,  bit like monopoly only more people get hurt  bit     morepeople  gethurt  bit  monopoly only more people more hurt ,3
5019,the more you hear about this and the increased incidents of sex trafficking the more backpage comes up   youhear hearabout aboutthis  andthe    ofsex sextrafficking     comesup  you hear youhearabout  about the and incidents of sex ofsextrafficking sex trafficking backpage comes up ,3
5020,smoke fire  het s  nd jmicn drug fiends gin trnsform loction into  slughterhouse  fire het hets s nd ndjmicn jmicndrug  fiendsgin gintrnsform trnsformloction loctioninto into slughterhouse   firehet hets hets snd ndjmicn ndjmicndrug jmicn gin fiendsgintrnsform gintrnsformloction trnsformloctioninto loctioninto intoslughterhouse ,3
5021,no person is definitely not  with me  noperson personis isdefinitely definitelynot not with withme me  nopersonis personisdefinitely isdefinitelynot definitelynot notwith withme withme ,3
5022,you homo  youhomo homo  youhomo ,3
5023, your funeral your yourfuneral  yourfuneral ,3
5024,you took the body of person youtook tookthe thebody bodyof   youtookthe tookthebody thebodyof body ,3
5025,she do that to make him crazy so he  know what he doing shedo dothat thatto tomake makehim    he know knowwhat whathe hedoing   dothatto  tomakehim make so he  heknow knowwhat  whathedoing ,3
5026,how many deals do you think get cut in the  room  howmany   doyou youthink    inthe the room room  how do you doyouthink you cut in the inthe theroom room ,3
5027,wipe that fucking smile off your  wipethat thatfucking fuckingsmile smileoff offyour your  wipethatfucking thatfuckingsmile fuckingsmileoff smileoffyour offyour ,3
5028,look what  done lookwhat what done  lookwhat whatdone ,3
5029, lie to me you pepper gut lie lieto tome meyou youpepper peppergut  lieto lietome tomeyou meyoupepper youpeppergut ,3
5030,nd  bd king is bd king nd worse one if  person nd bd bdking kingis isbd bdking kingnd ndworse   if person  ndbd bdking bdkingis kingisbd isbdking bdkingnd kingndworse nd if  ifperson ,3
5031,them italians came one time and stole half the store    onetime     thestore  came one time one stole half the store ,3
5032,how about that mess howabout aboutthat thatmess  howaboutthat aboutthatmess ,3
5033,  shme  shme  shme ,3
5034,nobody likes  whiner nobodylikes likes whiner  nobodylikes likeswhiner ,3
5035,for  moment  thought you were  mn for moment moment thought thoughtyou youwere were mn  formoment moment momentthought thoughtyou thoughtyouwere youwere weremn ,3
5036,the result of this is tht  in  crisis tht is uncknowledged ironiclly   ofthis thisis istht tht in in crisis crisistht thtis isuncknowledged uncknowledgedironiclly  of this ofthisis thisistht istht thtin in incrisis crisistht crisisthtis thtisuncknowledged isuncknowledgedironiclly ,3
5037,too much vodka toomuch muchvodka  toomuchvodka ,3
5038,person this is intolerable  personthis thisis isintolerable intolerable  personthisis thisisintolerable isintolerable ,3
5039, swear that man moves lke dead lce were fallng off hm swear swearthat thatman  moveslke lkedead deadlce lcewere werefallng fallngoff offhm  swearthat  that lke moveslkedead lkedeadlce deadlcewere lcewerefallng werefallngoff fallngoffhm ,3
5040,oh it tastes bitter ohit ittastes tastesbitter  ohittastes ittastesbitter ,3
5041,have you no patriotism  haveyou youno nopatriotism patriotism  haveyouno younopatriotism nopatriotism ,3
5042,are our steamroller methods becoming too harsh for your sensitive         foryour  sensitive  steamroller methods becoming too harsh for your for  ,3
5043,judge may we approach  judgemay maywe weapproach approach  judgemaywe mayweapproach weapproach ,3
5044, because of you that   go  because  ofyou youthat that  go go   you ofyouthat youthat that go go ,3
5045,hear me vain and foolish mortal woman hearme mevain vainand andfoolish foolishmortal mortalwoman  hearmevain mevainand vainandfoolish andfoolishmortal foolishmortalwoman ,3
5046, be  fool womn be be fool foolwomn  be befool foolwomn ,3
